Colombia,Venezuela,Mexico,Argentina
2.06,19.98,8.68,0.37
148.2,42.8,2.99,0.36
-98.15,6.48,7.37,0.37
46.61,5.68,1.39,0.38
-34.12,4.82,5.72,0.47
38.11,18.97,9.03,0.37
189.77,64.98,6.88,0.73
-14.52,11.33,6.12,0.42
336.25,15.67,1.39,0.38
-244.63,33.98,19.99,0.55
-0.94,6.75,2.99,0.35
-1.42,2.08,5.33,0.43
-105.72,7.3,7.72,0.38
-10.29,9.77,6.02,0.48
-30.27,42.98,4.62,0.56
-37.3,11.97,5.81,0.6
-51.42,1.7,1.99,0.51
-46.75,17.98,8.51,0.4
-91.65,10.9,7.46,0.59
-292.65,115.99,56.14,0.4
-188.02,9.38,7.28,0.57
-25.13,14.42,6.75,0.52
-45.99,9.65,6.22,0.55
-150.74,4.98,7.44,0.36
-46.12,8.6,6.19,0.38
18.02,2.88,0.5,0.36
199.3,22.23,8.99,0.41
1653.97,205.99,8.99,0.58
38.06,17.67,8.99,0.47
117.91,15.68,3.73,0.46
25.96,10.31,1.79,0.38
1416.27,120.33,19.99,0.59
6523.26,304.99,19.99,0.4
118.15,65.99,8.99,0.58
474.66,90.48,19.99,0.4
-228.24,387.99,19.99,0.38
-56.78,6.6,4.07,0.66
989.95,55.98,5.15,0.36
-42.05,4.77,2.39,0.72
28.39,10.98,3.37,0.57
-35.17,8.12,2.83,0.77
158.91,23.99,6.3,0.38
12.63,3.7,1.61,0.44
-148.93,22.38,15.1,0.38
11.65,19.98,4,0.68
-96.25,20.99,4.81,0.58
471.35,39.48,1.99,0.54
14.13,3.71,1.93,0.35
-183.26,110.98,30,0.71
-133.31,20.99,3.3,0.81
-219.93,240.98,60.2,0.56
-54.57,8.88,6.28,0.35
10.04,7.84,4.71,0.35
-89.02,2.66,6.35,0.36
16.65,4.84,0.71,0.52
772.04,328.14,91.05,0.57
-0.11,15.57,1.39,0.38
-522.94,138.14,35,0.39
562.13,125.99,8.08,0.57
-41.58,5.28,5.66,0.4
-212.55,110.99,2.5,0.57
-50.02,5.28,5.66,0.4
-74.45,29.99,5.5,0.51
-44.21,19.94,14.87,0.57
89.29,20.24,6.67,0.49
-98.23,9.71,9.45,0.6
-160.21,5.78,7.64,0.36
-30.27,12.21,4.81,0.58
365.79,20.98,1.49,0.35
-4.46,48.04,19.99,0.37
618.36,216.6,64.2,0.59
-113.06,85.99,0.99,0.85
20,65.99,2.5,0.55
-13.25,7.64,5.83,0.36
211.09,65.99,8.99,0.56
5.88,3.15,0.5,0.37
-281.76,89.99,42,0.66
-33.11,3.14,1.92,0.84
1385.35,160.98,30,0.62
172.33,65.99,3.99,0.59
-641.09,200.98,55.96,0.75
-4.73,2.78,0.97,0.59
-28.53,6.48,5.14,0.37
287.74,34.76,8.22,0.57
-929.68,64.65,35,0.8
-53.78,15.23,27.75,0.76
-0.98,3.69,0.5,0.38
1049.02,78.69,19.99,0.43
-310.95,145.98,51.92,0.69
135.68,90.98,30,0.61
10.31,6.69,3.1,0.36
-41.82,30.98,17.08,0.4
-7.22,14.42,6.75,0.52
1886.41,122.99,19.99,0.37
-904.73,130.98,54.74,0.69
120.01,12.22,2.85,0.55
37.33,7.04,2.17,0.38
-82.09,4.91,4.97,0.38
13.41,5.84,0.83,0.49
5.3,5.34,2.99,0.38
310.22,40.98,7.47,0.37
-14.35,4.98,4.75,0.36
-188.77,5.02,5.14,0.79
2080.48,320.98,24.49,0.55
-178.77,110.98,13.99,0.69
-9.78,22.01,5.53,0.59
-12.58,3.28,5,0.56
-159.86,12.99,14.37,0.73
223.44,35.44,7.5,0.38
75.01,12.98,3.14,0.6
8.4,2.94,0.7,0.58
1939.11,294.62,42.52,0.57
30.29,19.98,4,0.68
-58.33,5.53,6.98,0.39
73.57,12.58,5.16,0.43
-10.37,4.28,4.79,0.4
9.18,3.85,0.7,0.44
48.25,4.13,0.99,0.39
748.2,55.48,14.3,0.37
2267.22,178.47,19.99,0.55
1836.46,175.99,8.99,0.57
-4.36,9.38,4.93,0.57
0.35,2.88,0.99,0.36
-23.86,1.7,1.99,0.51
-122.62,20.99,3.3,0.81
-25.22,5.98,5.15,0.36
-92.55,6.48,8.4,0.37
-0.53,2.67,0.86,0.57
875.55,217.85,29.1,0.68
168.22,28.53,1.49,0.38
-161,6.48,7.49,0.37
51.43,6.88,2,0.39
-22.59,6.48,8.19,0.37
-94.73,11.7,6.96,0.5
-120.85,100.98,35.84,0.62
-71.9,6.28,5.36,0.4
2245.24,320.98,58.95,0.57
-1.82,4.76,0.88,0.39
25.88,4.28,0.94,0.56
-161.12,125.99,3,0.59
-29.06,6.48,6.81,0.36
2753.39,264.98,17.86,0.58
51.14,8.34,1.43,0.35
-54.63,30.53,19.99,0.39
26.64,4,1.3,0.37
-24.15,6.48,8.74,0.36
-133.7,7.37,5.53,0.69
10.44,12.28,6.47,0.38
-121.75,155.06,7.07,0.59
4.21,85.99,10.78,0.58
29.85,2.88,0.5,0.39
-31.33,19.98,10.49,0.49
773.36,51.98,10.17,0.37
-149.46,80.97,33.6,0.37
1019.7,128.24,12.65,0.37
-72.91,4.24,5.41,0.35
1708.84,107.53,5.81,0.65
-186.13,124.49,51.94,0.63
-208.43,35.99,5,0.82
44.59,2.88,0.5,0.36
151.86,200.98,23.76,0.58
1.19,3.98,0.83,0.51
25.67,14.56,3.5,0.58
-67.19,8.74,8.29,0.38
617.4,178.47,19.99,0.55
173.89,60.65,12.23,0.64
54.62,4.76,0.88,0.39
-94.76,49.43,19.99,0.57
21.73,2.94,0.81,0.4
829.65,35.99,1.25,0.36
-69.53,5.4,7.78,0.37
21.07,8.33,1.99,0.52
-109.91,30.98,6.5,0.79
206.56,22.98,7.58,0.51
-38.9,4.13,6.89,0.39
-24.96,15.01,8.4,0.39
-61.88,59.78,10.29,0.39
562.91,155.99,8.08,0.6
-609.09,113.64,35,0.37
830.75,78.69,19.99,0.43
230.3,47.98,3.61,0.71
-31.62,8.12,2.83,0.77
-0.06,1.76,0.7,0.56
-9.18,8.85,5.6,0.36
-37.5,8.46,3.62,0.61
93.23,31.74,12.62,0.37
-73.42,4.98,5.49,0.38
1162.76,194.3,11.54,0.59
2593.14,209.84,21.21,0.59
1054.93,145.45,17.85,0.56
-27.39,5.08,3.63,0.51
-167.92,4.28,6.72,0.4
14.48,5.28,2.99,0.37
-52.7,65.99,19.99,0.59
1.73,12.28,4.86,0.38
45.76,54.96,10.75,0.36
-68.49,14.97,7.51,0.57
-112.24,65.99,5.99,0.58
20.82,4,1.3,0.37
310.57,85.99,10.78,0.58
655.91,65.99,2.5,0.55
165.9,14.2,5.3,0.46
437.61,35.44,4.92,0.38
78.45,15.57,1.39,0.38
-138.54,33.98,19.99,0.55
-43.18,4.98,4.72,0.36
99.88,152.48,4,0.79
-22.82,4.28,6.72,0.4
-352.24,424.21,110.2,0.67
3.35,1.48,0.7,0.37
1034.54,880.98,44.55,0.62
9791.04,599.99,24.49,0.37
-14.22,5.28,6.26,0.4
261.52,65.99,5.26,0.56
1068.16,119.99,14,0.36
-255.2,6.48,9.68,0.36
-72.06,5.53,6.98,0.39
10.2,41.47,34.2,0.73
1081.65,145.45,17.85,0.56
3793.7,304.99,19.99,0.4
-44.69,6.68,6.93,0.37
957.29,180.98,30,0.69
-446.31,167.27,35,0.85
-71.09,20.99,0.99,0.83
-2.34,3.95,2,0.53
-13.72,6.48,6.6,0.37
-35.51,3.36,6.27,0.4
12.4,20.28,14.39,0.47
74.51,55.99,5,0.8
-133.06,2.08,5.33,0.43
-25.21,4.98,4.86,0.38
-396.84,101.41,35,0.82
-190.78,70.98,26.74,0.6
-106.76,39.98,7.12,0.67
-29.02,2.12,1.99,0.55
589.2,28.48,1.99,0.4
-38.89,30.98,8.99,0.58
52.36,3.15,0.49,0.37
1382.45,195.99,4.2,0.57
11.72,3.93,0.99,0.39
3829.63,306.14,26.53,0.56
29.98,10.4,5.4,0.51
-121.2,4.28,4.79,0.4
-28.68,15.15,10.13,0.38
14.19,7.38,5.21,0.56
911.66,90.48,19.99,0.4
286.12,65.99,3.99,0.57
1541.25,348.21,40.19,0.62
1343.21,195.99,4.2,0.57
8291.08,500.97,69.3,0.37
743.59,48.91,5.81,0.38
44.15,5.58,1.99,0.46
-1181.71,95.95,74.35,0.57
43.35,4.98,0.8,0.36
44.59,7.4,1.71,0.4
-172.35,6.48,8.74,0.36
29.17,4.84,0.71,0.52
-48.97,14.98,7.69,0.57
-32.78,4.98,4.32,0.64
39.52,11.55,2.36,0.55
2019.19,223.98,15.01,0.38
-572.49,3.25,49,0.56
658.88,300.98,64.73,0.56
637.6,58.1,1.49,0.38
1470.3,115.79,1.99,0.49
320.37,43.98,8.99,0.58
-212.33,125.99,8.08,0.57
-172.55,85.99,0.99,0.85
-48.97,7.38,5.21,0.56
-1153.9,120.98,58.64,0.75
29.42,18.97,9.54,0.37
-10.9,9.31,3.98,0.56
-23.48,6.48,5.14,0.37
52.48,24.92,12.98,0.39
14,3.58,1.63,0.36
-52.48,8.46,3.62,0.61
149.82,95.99,4.9,0.56
902.62,40.98,1.99,0.44
-22.16,40.97,14.45,0.57
290.31,107.53,5.81,0.65
-157.18,3.95,5.13,0.59
36.62,2.61,0.5,0.39
2.53,3.49,0.76,0.39
-60.13,2.18,5,0.81
-752.83,218.75,69.64,0.77
98.75,260.98,41.91,0.59
-3476.86,2550.14,29.7,0.57
170.9,55.98,4.86,0.36
-12.26,4.71,0.7,0.85
-2.55,3.8,1.49,0.38
2137.28,415.88,11.37,0.57
78.05,10.06,2.06,0.39
-35.75,1.68,1.57,0.59
411.1,29.18,8.55,0.42
25.03,9.99,5.12,0.4
7.74,7.38,5.21,0.56
1369.09,119.99,16.8,0.35
128.99,12.97,1.49,0.35
-245.62,20.89,11.52,0.83
1057.89,115.99,5.99,0.57
417.47,125.99,7.69,0.58
1545.09,107.53,5.81,0.65
-149.93,2.18,7.09,0.38
-2024.08,449.99,24.49,0.52
49.26,12.22,2.85,0.55
650.3,150.98,43.71,0.55
20.29,9.77,6.02,0.48
-66.16,5.98,5.2,0.36
-177.17,6.84,8.37,0.58
-971.36,48.91,35,0.83
-39.23,7.1,6.05,0.39
515.83,39.48,1.99,0.54
295.6,49.34,10.25,0.57
56.3,10.06,2.06,0.46
107.38,29.17,6.27,0.37
-155.21,11.34,11.25,0.36
-188.13,5.4,7.78,0.37
-76.02,3.36,6.27,0.4
8.33,3.71,1.93,0.35
-6.15,12.2,6.02,0.43
524.09,99.99,19.99,0.52
361.65,85.99,1.25,0.39
-96.59,6.48,6.81,0.36
0.77,2.78,0.97,0.59
-432.54,140.98,53.48,0.65
-210.78,172.99,19.99,0.64
921.41,46.89,5.1,0.46
-373.09,140.98,36.09,0.77
-3465.07,212.6,110.2,0.73
-98.3,160.98,30,0.62
-279.44,25.98,14.36,0.6
-53.33,4.98,5.49,0.38
44.14,9.78,1.99,0.43
-37.6,15.73,7.42,0.56
327.9,40.97,8.99,0.59
23.97,47.98,3.61,0.71
-16.59,16.91,6.25,0.58
383.45,155.99,8.99,0.58
-80.11,6.6,4.07,0.66
739.48,48.04,7.23,0.41
886.03,54.96,10.75,0.36
-88.32,11.97,5.81,0.6
36.23,6.3,0.5,0.39
-52.55,6.48,7.03,0.37
290.2,18.84,3.62,0.43
444.15,35.99,5.99,0.38
865.02,208.16,68.02,0.57
-45.3,24.98,8.79,0.56
-42.49,3.36,6.27,0.55
-264.94,180.98,30,0.69
-52.54,3.25,49,0.56
660.63,110.98,13.99,0.69
-5.02,3.95,2,0.53
123.5,39.48,3.99,0.56
1665.23,125.99,5.26,0.55
21.77,9.65,6.22,0.55
501.59,42.98,4.62,0.56
15.84,2.88,0.99,0.36
59.92,3.69,0.5,0.38
-120.95,6.48,7.91,0.37
-154.31,3.89,7.01,0.37
-44.66,6.48,7.03,0.37
-1148.19,20.34,35,0.84
-1072.97,20.34,35,0.84
326.39,43.98,1.99,0.44
-322.95,99.99,19.99,0.52
-1.63,205.99,5.26,0.56
-231.6,150.98,57.2,0.59
-1119.64,38.94,35,0.8
117.38,7.64,1.39,0.36
5.03,4.84,0.71,0.52
531.47,29.89,1.99,0.5
241.08,21.38,2.99,0.36
40.61,9.99,5.12,0.4
-38.38,6.28,5.41,0.53
591.91,85.99,10.78,0.58
107.32,41.94,2.99,0.35
-69.34,4.28,6.72,0.4
-148.87,4.28,5.74,0.4
1046.69,150.98,13.99,0.38
320.1,176.19,11.87,0.62
319.64,105.98,13.99,0.65
99.79,34.58,8.99,0.56
73.33,8.34,0.96,0.43
-53.75,3.28,3.97,0.56
-87.52,6.48,6.41,0.37
-1348.5,20.98,45,0.61
-1609.92,48.58,54.11,0.69
39.98,7.31,0.49,0.38
10.56,6.7,1.56,0.52
-203.9,58.14,36.61,0.61
-3.86,2.98,1.58,0.39
-10.24,5.81,3.37,0.54
1200.21,449.99,49,0.38
8.07,4,1.3,0.37
18.21,2.88,0.99,0.36
-53.18,10.89,4.5,0.59
5034.15,320.98,24.49,0.55
671.95,125.99,8.8,0.59
-27.79,27.42,19.46,0.44
-30.27,4.18,2.99,0.37
19.87,2.88,0.7,0.56
-59.12,3.28,3.97,0.58
-81.96,1.74,4.08,0.53
339.17,39.98,9.2,0.65
752.87,55.98,13.88,0.36
-46.43,5.78,4.96,0.36
426.44,42.98,4.62,0.56
10.01,2.88,0.7,0.56
-259.02,6.98,9.69,0.83
-1890.33,810.98,16.06,0.56
1006.72,48.91,5.97,0.38
229.22,296.18,54.12,0.76
-116.37,6.68,7.3,0.37
1432.86,125.99,2.5,0.6
-4.86,2.78,1.2,0.58
-197.88,89.99,42,0.66
296.06,17.48,1.99,0.45
2574.12,300.98,13.99,0.39
-69.78,205.99,5,0.59
-71.25,6.81,5.48,0.37
32.47,3.78,0.71,0.39
11.38,37.76,12.9,0.57
711.74,37.94,5.08,0.38
73.45,111.03,8.64,0.78
-15.09,2.08,1.49,0.36
22.8,6.45,1.34,0.36
-1987.49,4.48,49,0.6
49.85,17.67,8.99,0.47
1049.45,99.99,19.99,0.5
-1363.12,55.5,52.2,0.72
-18.45,33.29,8.74,0.61
60.27,20.98,8.83,0.37
-263.09,73.98,14.52,0.65
-250.55,25.98,14.36,0.6
-60.73,15.31,8.78,0.57
-28.44,7.99,5.03,0.6
-351.3,95.98,58.2,0.58
-139.27,286.85,61.76,0.78
-232.8,55.99,2.5,0.83
1031.32,128.24,12.65,0.39
788.79,160.98,30,0.62
-80.75,8.75,8.54,0.43
829.73,55.98,4.86,0.36
75.21,20.99,0.99,0.37
-452.39,125.99,8.8,0.59
-129.63,3.58,5.47,0.37
3.86,1.48,0.7,0.37
25.53,45.99,4.99,0.57
-458.74,140.99,4.2,0.59
-0.85,1.81,0.75,0.52
-94.59,20.97,6.5,0.78
-190.57,6.48,7.37,0.37
-123.07,12.88,4.59,0.82
67.11,31.74,12.62,0.37
81.91,6.35,1.02,0.39
168.24,65.99,8.99,0.56
152.79,19.23,6.15,0.44
137.59,85.99,0.99,0.55
326.25,73.98,12.14,0.67
-2.06,4.13,0.99,0.39
2.98,4.98,0.49,0.39
-49.38,15.98,6.5,0.48
-4.17,11.58,6.97,0.35
2.12,9.27,4.39,0.38
-113.32,4.98,7.44,0.36
593.59,387.99,19.99,0.38
-1036.92,90.98,56.2,0.74
59.47,17.07,8.13,0.38
57.55,6.98,2.83,0.37
84.1,6.08,1.82,0.35
14.85,152.48,4,0.79
342.41,35.41,1.99,0.43
-86.34,8.74,8.29,0.38
-14.69,4.54,5.83,0.36
-92.29,3.28,3.97,0.56
2.73,11.7,5.63,0.4
10.59,2.78,1.34,0.45
-219.92,6.98,9.69,0.83
940.57,205.99,3,0.58
-120.48,14.03,9.37,0.56
-888.07,64.65,35,0.8
323.32,120.98,9.07,0.35
-522.78,152.48,6.5,0.74
104.09,8.17,1.69,0.38
-39.27,11.97,5.81,0.6
352.64,22.98,1.99,0.46
-23.17,2.52,1.92,0.82
687.41,195.99,4.2,0.6
1222.14,125.99,8.08,0.57
755.95,225.02,28.66,0.72
-396.17,200.99,4.2,0.59
-16.92,11.97,4.98,0.58
111.59,30.44,1.49,0.37
-8.88,4.28,5.17,0.4
-5.41,43.57,16.36,0.55
246.54,55.94,6.55,0.68
-110.4,20.99,1.25,0.83
-60.72,5.34,5.63,0.39
-7.78,10.98,3.37,0.57
5183.04,300.65,24.49,0.52
-33.34,11.97,4.98,0.58
4.08,4.55,1.49,0.35
-15.6,4.98,7.44,0.36
-17.08,34.98,7.53,0.76
639.66,37.94,5.08,0.38
-35.98,6.48,5.87,0.37
1366.57,200.99,4.2,0.59
344.95,48.04,7.23,0.37
148.3,39.98,9.83,0.4
-167.83,115.99,56.14,0.4
-29.36,8.85,5.6,0.36
-18.66,7.28,4.23,0.39
-14.03,12.28,6.47,0.38
-10.85,20.99,4.81,0.58
-93.43,19.35,12.79,0.39
-163.13,8.74,8.29,0.38
-51.2,4.91,5.68,0.36
-362.11,9.98,12.52,0.57
153.5,29.34,7.87,0.54
-33.31,35.99,1.25,0.36
-134.3,4.24,5.41,0.35
-103.21,3.98,5.26,0.38
390.86,65.99,4.99,0.57
230.02,30.93,3.92,0.44
3128.69,599.99,24.49,0.5
-161.57,4.28,6.72,0.4
321.25,140.99,13.99,0.37
84.3,19.98,5.86,0.38
221.6,39.48,1.99,0.54
69.97,17.67,8.99,0.47
-18.64,1.88,1.49,0.66
-18.31,4.98,4.7,0.38
33.88,6.08,1.17,0.56
337.29,180.98,26.2,0.59
297.79,216.6,64.2,0.59
-57.11,6.6,4.07,0.66
-40.72,8.67,3.5,0.58
-616.81,3.48,49,0.59
-1.99,5.98,1.49,0.39
-25.88,10.23,4.68,0.59
-180.26,4.06,6.89,0.6
151.24,60.98,19.99,0.38
33.47,10.4,5.4,0.51
-12.59,5.85,2.27,0.56
24.59,7.08,2.35,0.47
1929.58,120.97,7.11,0.36
1585.5,195.99,4.2,0.6
-112.54,2.22,5,0.55
268.53,15.67,1.39,0.38
7251.92,400.97,48.26,0.36
294.43,23.99,6.3,0.38
-29.62,4.91,3.05,0.52
-1128.66,880.98,44.55,0.62
-30.97,10.89,4.5,0.59
221.63,34.99,7.73,0.59
474.89,160.98,35.02,0.72
-59.18,1.8,4.79,0.37
-152.13,3.89,7.01,0.37
-6.85,2.21,1.12,0.58
1144.63,110.99,2.5,0.57
-58.81,6.84,4.42,0.58
43.77,3.75,0.5,0.37
39.5,8.69,2.99,0.39
212.2,34.76,8.22,0.57
-44.86,6.48,2.74,0.71
-58.76,8.74,8.29,0.38
70.48,22.24,1.99,0.43
175.82,29.89,1.99,0.5
-211.54,8.37,10.16,0.59
-63.81,8.6,6.19,0.38
325.29,699.99,24.49,0.54
44.8,3.78,0.71,0.39
160.68,39.98,7.12,0.67
-21.82,11.99,5.99,0.36
-14.03,11.58,6.97,0.35
215.11,39.98,9.2,0.65
163.63,14.28,2.99,0.39
724.14,28.48,1.99,0.4
-10.33,7.84,4.71,0.35
-4.36,4.48,2.5,0.37
573.06,115.99,5.92,0.58
764.95,216.6,64.2,0.59
113.63,10.35,0.99,0.37
350.62,142.86,19.99,0.56
-10.25,1.88,1.49,0.37
-34.59,21.38,8.99,0.59
36.23,9.93,1.09,0.43
-89.56,7.37,5.53,0.69
-62.77,31.78,1.99,0.42
-926.33,81.94,55.81,0.6
-10.7,5.98,5.15,0.36
273.27,180.98,26.2,0.59
-60.61,7.28,7.98,0.42
-30.69,4.98,4.95,0.65
559.59,60.98,19.99,0.63
5065.51,896.99,19.99,0.38
485.95,29.89,1.99,0.5
-614.37,130.98,54.74,0.69
1902.99,243.98,43.32,0.55
-70.31,4.89,4.93,0.66
-4.72,4.98,0.8,0.36
-100.61,4.28,5.68,0.4
-7.71,3.6,2.2,0.39
0.43,6.08,0.91,0.51
105.37,22.01,5.53,0.59
-107.51,22.38,15.1,0.38
46.01,6.98,2.83,0.37
740.48,65.99,3.9,0.55
-36.77,13.79,8.78,0.43
87.03,33.29,8.74,0.61
124.83,65.99,8.99,0.56
34.48,5.68,1.46,0.39
-254.36,55.99,5,0.83
1462.42,210.55,9.99,0.6
1123.79,80.98,4.5,0.59
185.37,33.29,8.74,0.61
4963.89,549.99,49,0.35
-479.08,115.99,5.99,0.57
74.01,20.98,8.83,0.37
5.5,9.77,6.02,0.48
122.43,78.69,19.99,0.43
-57.09,20.97,4,0.77
101.14,4.91,0.5,0.36
-380.2,8.46,8.99,0.79
118.4,40.98,1.99,0.44
-56.35,4.98,4.7,0.38
-17.2,1.88,1.49,0.37
190.6,45.98,4.8,0.68
199.25,212.6,52.2,0.64
-21.4,3.28,2.31,0.56
1726.66,120.98,3.99,0.6
-222.82,55.99,5,0.83
-133.71,23.99,15.68,0.62
904.83,40.98,2.99,0.36
-82.35,49.43,19.99,0.57
-11.28,2.08,1.49,0.36
2574.36,232.58,19.99,0.59
-93.73,5.98,7.5,0.4
107.51,35.99,2.5,0.36
-71.96,5.74,5.3,0.55
269.6,29.89,1.99,0.5
-144.2,30.98,6.5,0.79
352.96,27.18,8.23,0.38
26.24,7.96,4.95,0.41
3497.45,264.98,17.86,0.58
-62.6,2.6,2.4,0.58
841.73,115.99,8.99,0.58
457.03,39.48,3.99,0.56
1704,98.31,0.49,0.36
267.1,40.99,19.99,0.36
100.5,26.64,5.3,0.37
9.53,3.08,0.99,0.48
-76.88,1.74,4.08,0.53
5.34,5.58,0.7,0.6
-42.45,5.78,4.96,0.36
-218.77,80.98,35,0.81
-21.9,24.92,12.98,0.39
140.22,39.48,1.99,0.54
161.72,56.96,13.22,0.56
0.37,1.88,0.79,0.5
-48.22,6.37,5.19,0.38
-1.95,40.89,18.98,0.57
-170.18,7.3,7.72,0.38
-9.68,3.95,2,0.53
-110.16,5.18,5.74,0.36
-5.05,10.94,1.39,0.35
183.24,65.99,8.8,0.58
-2.39,2.78,0.97,0.59
234.03,77.51,4,0.76
-0.5,4.84,0.71,0.52
-32.7,6.48,5.74,0.37
254.58,19.98,5.97,0.38
-2.85,5.28,2.99,0.37
-56.51,7.64,5.83,0.36
355,48.91,5.81,0.38
1336.96,165.98,19.99,0.4
-12.19,6.48,5.14,0.37
1.72,8.34,2.64,0.59
-468.64,64.65,35,0.8
-33.34,1.68,1.57,0.59
-201.28,218.75,69.64,0.77
31.94,15.04,1.97,0.39
11.39,14.42,6.75,0.52
117.23,150.98,143.71,0.55
27.64,17.98,8.51,0.4
311.09,195.99,8.99,0.58
331.29,125.99,7.69,0.58
-229.79,140.98,53.48,0.65
50.16,4.84,0.71,0.52
-75.13,4.91,4.97,0.38
518.81,28.48,1.99,0.4
2033.5,99.23,8.99,0.35
-147.72,85.99,1.25,0.39
-56.63,2.22,5,0.55
-123.01,26.31,5.89,0.75
-10.26,1.88,1.49,0.37
-171.41,7.77,9.23,0.58
-12.03,11.19,5.03,0.37
-72.81,6.48,8.4,0.37
-82.54,8.57,6.14,0.59
-23.69,1.7,1.99,0.51
524.73,51.98,10.17,0.37
-536.17,218.75,69.64,0.72
-252.01,160.98,35.02,0.72
1193.11,175.99,4.99,0.59
135.26,150.98,43.71,0.55
-563.86,60.98,49,0.59
518.48,38.06,4.5,0.56
1232.79,140.81,24.49,0.57
-68.16,100.98,35.84,0.62
82.6,4.13,0.5,0.39
175.97,19.98,5.77,0.38
283.14,42.76,6.22,0.37
270.29,24.95,2.99,0.39
71.31,37.93,13.99,0.67
-865.98,70.71,37.58,0.78
57.25,18.97,9.54,0.37
-276.95,95.98,58.2,0.58
1489.8,256.99,11.25,0.51
-4.68,1.68,0.7,0.68
174.61,152.48,6.5,0.74
7.25,4.82,1.49,0.36
494.63,175.99,8.99,0.57
-7.08,4.63,1.93,0.52
-231.95,70.98,35,0.8
-690.21,105.49,41.64,0.75
-106.54,5.98,4.38,0.75
-69.05,6.48,9.68,0.44
850.54,115.99,2.5,0.57
296.87,35.99,5.99,0.38
47.28,65.99,19.99,0.59
619.71,150.98,13.99,0.38
0.21,4.13,0.5,0.39
219.02,54.74,14.83,0.54
-13.72,8.67,3.5,0.58
-122.09,100.98,7.18,0.4
-1.73,6.98,1.6,0.38
-25.98,27.48,4,0.75
-116.05,5.78,7.64,0.36
-72.44,3.28,3.97,0.56
217.57,26.38,5.58,0.62
-394.69,350.98,30,0.61
-155.53,4.24,5.41,0.35
-35.96,2.23,4.57,0.41
564.07,63.98,11.55,0.38
-37.43,8.67,3.5,0.58
269.94,100.98,7.18,0.4
-64.24,4.98,4.95,0.37
1118.17,500.98,28.14,0.38
25.79,10.98,3.37,0.57
26.21,4,1.3,0.37
32.5,2.88,0.5,0.36
-32.13,4.98,5.49,0.38
129.81,25.98,4.08,0.57
-469.84,110.98,35,0.82
2816.21,294.62,42.52,0.57
220.07,39.06,10.55,0.61
-23.61,11.97,5.81,0.6
863.57,99.99,19.99,0.5
-220.3,6.48,9.68,0.56
23.34,3.29,1.35,0.55
119.89,65.99,4.2,0.59
440.48,29.14,4.86,0.38
-309.43,20.89,11.52,0.83
-320.7,70.98,59.81,0.6
-281.67,152.48,4,0.79
276.98,55.98,4.86,0.36
-8.37,5.85,2.27,0.56
97.36,70.97,3.5,0.59
-51.25,5.81,3.37,0.54
2.76,5.18,2.04,0.36
-192.49,259.71,66.67,0.65
22.85,7.59,4,0.42
98.86,9.11,2.15,0.4
-21.19,5.78,5.67,0.36
1640.3,175.99,4.99,0.59
1894.14,355.98,58.92,0.64
163.8,165.98,19.99,0.4
2464.75,363.25,19.99,0.57
-173.36,3.34,7.49,0.54
61.27,39.98,9.83,0.4
13.38,4.84,0.71,0.52
1097.25,82.99,5.5,0.44
-52.25,11.66,8.99,0.59
-114.91,20.99,2.5,0.81
1053.21,59.98,3.99,0.57
458.62,65.99,5.31,0.57
278.58,20.98,1.49,0.35
43.87,20.24,8.99,0.46
-201.6,2.66,6.35,0.36
443.52,73.98,4,0.77
-57.64,5.98,5.46,0.36
-27.83,12.44,6.27,0.57
721.81,65.99,3.99,0.57
-12.75,29.17,6.27,0.37
-767.51,1637.53,24.49,0.81
1096.64,145.45,17.85,0.56
-60.15,7.1,6.05,0.39
-111.72,4.98,4.62,0.64
149.31,23.99,6.71,0.35
286.7,55.98,4.86,0.36
35.31,161.55,19.99,0.66
-377.81,290.98,69,0.67
-33.15,6.68,5.2,0.37
5.71,13.43,5.5,0.57
-39.22,65.99,3.99,0.59
-99.24,30.98,6.5,0.64
232.99,35.41,1.99,0.43
601.34,110.99,8.99,0.57
1.74,1.81,0.75,0.58
-1358.9,20.98,53.03,0.64
-335.24,279.48,35,0.6
-139.16,4.91,5.68,0.7
667.45,125.99,5.26,0.55
16.9,4.55,1.49,0.35
20.14,9.78,5.76,0.35
-16.37,15.42,5.41,0.59
-64.24,8.46,3.62,0.61
-46.92,4.98,6.07,0.36
-92.11,2.08,5.33,0.43
-88.95,7.68,6.16,0.35
-38.07,200.99,4.2,0.59
233.8,46.89,5.1,0.46
-9.14,3.69,2.5,0.39
1342.93,300.98,64.73,0.56
33.46,3.41,0.7,0.37
-6.39,8.34,0.96,0.43
537.4,140.99,13.99,0.37
1116.67,200.98,23.76,0.58
23.5,8.5,1.99,0.49
149.39,8.34,0.96,0.43
783.84,48.91,5.81,0.38
55.06,11.19,5.03,0.37
-59.97,3.28,3.97,0.56
972.19,125.99,8.99,0.59
122.42,64.98,6.88,0.73
78.98,40.98,5.33,0.57
-560.29,12.99,14.37,0.73
3.02,4.71,0.7,0.8
6.52,4.2,2.26,0.36
-310.21,95.99,35,0.37
3.46,4.98,0.49,0.39
-20.32,12.53,7.17,0.38
-226.45,60.89,32.41,0.56
-62.2,6.78,6.18,0.39
5603.95,500.98,126,0.6
-449.53,140.99,4.2,0.59
1663.08,175.99,4.99,0.59
41.7,2.61,0.5,0.39
